categoria_id,sku,precio_compra,img_caratula,precio_intercambio,precio_venta,categoria_str,titulo
1002,889842150070,21.00,/product_images/Juegos/Xbox One Juegos/889842150070_s.jpg,29.00,45.00,Xbox One,Forza Horizon 3
1002,0885370863956,7.00,/product_images/Juegos/Xbox One Juegos/0885370863956_s.jpg,9.00,15.00,Xbox One,Halo: The Master Chief Collection
1002,5030939112395,0.30,/product_images/Juegos/Xbox One Juegos/5030939112395_s.jpg,0.60,2.00,Xbox One,FIFA 15
1002,5030937116920,13.00,/product_images/Juegos/Xbox One Juegos/5030937116920_s.jpg,18.00,28.00,Xbox One,Titanfall 2
1002,4012927111581,14.00,/product_images/Juegos/Xbox One Juegos/4012927111581_s.jpg,19.00,30.00,Xbox One,Pro Evolution Soccer 2017
1002,4012927110355,8.00,/product_images/Juegos/Xbox One Juegos/4012927110355_s.jpg,11.00,18.00,Xbox One,Metal Gear Solid V: The Phantom Pain
1002,5030917124358,2.00,/product_images/Juegos/Xbox One Juegos/5030917124358_s.jpg,3.00,10.00,Xbox One,Destiny
1002,3307215804315,10.00,/product_images/Juegos/Xbox One Juegos/3307215804315_s.jpg,14.00,22.00,Xbox One,"Division, The"
1002,889842056655,10.00,/product_images/Juegos/Xbox One Juegos/889842056655_s.jpg,14.00,22.00,Xbox One,Quantum Break
1002,5030917196942,16.00,/product_images/defimg5_s.jpg,22.00,35.00,Xbox One,Call Of Duty: Infinite Warfare
1002,3391891978835,12.00,/product_images/Juegos/Xbox One Juegos/3391891978835_s.jpg,16.00,25.00,Xbox One,Witcher 3: Wild Hunt
1002,4020628868543,4.00,/product_images/Juegos/Xbox One Juegos/4020628868543_s.jpg,6.00,10.00,Xbox One,Homefront: The Revolution
1002,5030917197062,27.00,/product_images/defimg2_s.jpg,37.00,58.00,Xbox One,Call Of Duty: Infinite Warfare - Legacy Edition
1002,5035224111350,4.00,/product_images/Juegos/Xbox One Juegos/5035224111350_s.jpg,6.00,10.00,Xbox One,Dragon Age: Inquisition
1002,093155149113,4.00,/product_images/Juegos/Xbox One Juegos/093155149113_s.jpg,6.00,10.00,Xbox One,"Evil Within, The"
1002,3307215730362,2.00,/product_images/Juegos/Xbox One Juegos/3307215730362_s.jpg,3.00,10.00,Xbox One,Assassin's Creed 4: Black Flag
1002,3391891980951,5.00,/product_images/Juegos/Xbox One Juegos/3391891980951_s.jpg,7.00,12.00,Xbox One,Project CARS
1002,3391891987523,16.00,/product_images/Juegos/Xbox One Juegos/3391891987523_s.jpg,22.00,35.00,Xbox One,Dark Souls III
1002,3760156480756,2.00,/product_images/Juegos/Xbox One Juegos/3760156480756_s.jpg,4.00,12.00,Xbox One,Moto Racer 4
1002,5021290071582,12.00,/product_images/Juegos/Xbox One Juegos/5021290071582_s.jpg,16.00,25.00,Xbox One,Deus Ex: Mankind Divided
1002,5030944111345,1.90,/product_images/Juegos/Xbox One Juegos/5030944111345_s.jpg,3.00,8.00,Xbox One,Battlefield 4
1002,5051893198539,8.00,/product_images/Juegos/Xbox One Juegos/5051893198539_s.jpg,11.00,18.00,Xbox One,Mortal Kombat X
1002,5055277024681,5.00,/product_images/Juegos/Xbox One Juegos/5055277024681_s.jpg,7.00,12.00,Xbox One,Alien Isolation
1002,885370607789,3.00,/product_images/Juegos/Xbox One Juegos/885370607789_s.jpg,5.00,8.00,Xbox One,Minecraft
1002,3391891980500,10.00,/product_images/Juegos/Xbox One Juegos/3391891980500_s.jpg,14.00,22.00,Xbox One,Dragon Ball: Xenoverse
1002,5030948112430,5.00,/product_images/Juegos/Xbox One Juegos/5030948112430_s.jpg,7.00,12.00,Xbox One,Battlefield Hardline
1002,5051893165111,7.00,/product_images/Juegos/Xbox One Juegos/5051893165111_s.jpg,9.00,15.00,Xbox One,"Tierra-Media, La: Sombras De Mordor"
1002,5051893179644,12.00,/product_images/Juegos/Xbox One Juegos/5051893179644_s.jpg,16.00,25.00,Xbox One,Batman: Arkham Knight
1002,3307215937235,1.40,/product_images/Juegos/Xbox One Juegos/3307215937235_s.jpg,2.00,6.00,Xbox One,Zombi
1002,5055856411697,18.00,/product_images/Juegos/Xbox One Juegos/5055856411697_s.jpg,24.00,38.00,Xbox One,Elder Scrolls V: Skyrim - Special Edition
1002,8718591182563,2.00,/product_images/Juegos/Xbox One Juegos/8718591182563_s.jpg,3.00,6.00,Xbox One,Adam's Venture: Origins
1002,885370901726,16.00,/product_images/Juegos/Xbox One Juegos/885370901726_s.jpg,22.00,35.00,Xbox One,Forza Motorsport 6
1002,3307215938508,12.00,/product_images/Juegos/Xbox One Juegos/3307215938508_s.jpg,16.00,25.00,Xbox One,Far Cry Primal
1001,5021290069060,12.00,/product_images/Juegos/PS4 Juegos/5021290069060_s.jpg,16.00,25.00,PlayStation 4,Deus Ex: Mankind Divided
1001,5026555421348,14.00,/product_images/Juegos/PS4 Juegos/5026555421348_s.jpg,19.00,30.00,PlayStation 4,WWE 2K16
1001,5030937111338,0.60,/product_images/Juegos/PS4 Juegos/5030937111338_s.jpg,1.20,4.00,PlayStation 4,FIFA 14
1001,5026555421256,4.00,/product_images/Juegos/PS4 Juegos/5026555421256_s.jpg,7.00,20.00,PlayStation 4,NBA 2K16
1001,5055060930694,15.00,/product_images/Juegos/PS4 Juegos/5055060930694_s.jpg,20.00,32.00,PlayStation 4,Devil May Cry (DMC) Definitive Edition
1001,711719446019,14.00,/product_images/Juegos/PS4 Juegos/711719446019_s.jpg,19.00,30.00,PlayStation 4,Little Big Planet 3
1001,5030917144561,14.00,/product_images/Juegos/PS4 Juegos/5030917144561_s.jpg,19.00,30.00,PlayStation 4,Diablo III: Ultimate Evil Edition (3 )
1001,5051893163438,14.00,/product_images/Juegos/PS4 Juegos/5051893163438_s.jpg,19.00,30.00,PlayStation 4,Mad Max
1001,5051890302113,20.00,/product_images/Juegos/PS4 Juegos/5051890302113_s.jpg,27.00,42.00,PlayStation 4,Dying Light The Following: Enhanced Edition
1001,093155149007,13.00,/product_images/Juegos/PS4 Juegos/093155149007_s.jpg,18.00,28.00,PlayStation 4,"Evil Within, The"
1001,5030917126215,6.00,/product_images/Juegos/PS4 Juegos/5030917126215_s.jpg,9.00,25.00,PlayStation 4,Call Of Duty: Ghosts
1001,711719886853,23.00,/product_images/Juegos/PS4 Juegos/711719886853_s.jpg,31.00,48.00,PlayStation 4,Gravity Rush 2
1001,5051893198553,18.00,/product_images/Juegos/PS4 Juegos/5051893198553_s.jpg,24.00,38.00,PlayStation 4,Mortal Kombat X
1001,5035225111342,14.00,/product_images/Juegos/PS4 Juegos/5035225111342_s.jpg,19.00,30.00,PlayStation 4,Need For Speed: Rivals
1001,5055856411574,25.00,/product_images/Juegos/PS4 Juegos/5055856411574_s.jpg,30.00,45.00,PlayStation 4,Elder Scrolls V: Skyrim - Special Edition
1001,5030930113803,10.00,/product_images/Juegos/PS4 Juegos/5030930113803_s.jpg,14.00,22.00,PlayStation 4,Dragon Age: Inquisition
1001,5055060930977,16.00,/product_images/Juegos/PS4 Juegos/5055060930977_s.jpg,22.00,35.00,PlayStation 4,Street Fighter V
1001,8023171037745,23.00,/product_images/Juegos/PS4 Juegos/8023171037745_s.jpg,31.00,48.00,PlayStation 4,Rocket League
1001,3391891987332,21.00,/product_images/Juegos/PS4 Juegos/3391891987332_s.jpg,29.00,45.00,PlayStation 4,Dark Souls III
1001,5026555417327,7.00,/product_images/Juegos/PS4 Juegos/5026555417327_s.jpg,9.00,15.00,PlayStation 4,Evolve
1001,3307215937365,7.00,/product_images/Juegos/PS4 Juegos/3307215937365_s.jpg,9.00,15.00,PlayStation 4,Zombi
1001,5051893229059,23.00,/product_images/Juegos/PS4 Juegos/5051893229059_s.jpg,31.00,48.00,PlayStation 4,Mortal Kombat XL
1001,3391891983518,15.00,/product_images/Juegos/PS4 Juegos/3391891983518_s.jpg,20.00,32.00,PlayStation 4,Naruto Shippuden Ultimate Ninja Storm 4
1001,4012927101179,4.00,/product_images/Juegos/PS4 Juegos/4012927101179_s.jpg,6.00,18.00,PlayStation 4,Pro Evolution Soccer 2016
1001,5030941117937,24.00,/product_images/Juegos/PS4 Juegos/5030941117937_s.jpg,33.00,52.00,PlayStation 4,UFC 2
1001,5051893230963,18.00,/product_images/Juegos/PS4 Juegos/5051893230963_s.jpg,24.00,38.00,PlayStation 4,Batman: Return To Arkham
1001,5026555422536,24.00,/product_images/Juegos/PS4 Juegos/5026555422536_s.jpg,32.00,50.00,PlayStation 4,WWE 2K17
1001,711719878346,15.00,/product_images/Juegos/PS4 Juegos/711719878346_s.jpg,20.00,32.00,PlayStation 4,Pack Heavy Rain + Beyond: Dos Almas
1001,8023171036373,12.00,/product_images/Juegos/PS4 Juegos/8023171036373_s.jpg,16.00,25.00,PlayStation 4,Payday 2 - Crimewave Edition
1001,5026555418058,2.00,/product_images/Juegos/PS4 Juegos/5026555418058_s.jpg,4.00,12.00,PlayStation 4,Battleborn
1001,5021290068056,12.00,/product_images/Juegos/PS4 Juegos/5021290068056_s.jpg,16.00,25.00,PlayStation 4,Final Fantasy X/X-2 HD Remastered
1001,5026555417501,3.00,/product_images/Juegos/PS4 Juegos/5026555417501_s.jpg,5.00,15.00,PlayStation 4,NBA 2K15
1001,4020628886349,9.00,/product_images/Juegos/PS4 Juegos/4020628886349_s.jpg,13.00,20.00,PlayStation 4,Metro: Redux
1001,3307215775066,16.00,/product_images/Juegos/PS4 Juegos/3307215775066_s.jpg,22.00,35.00,PlayStation 4,Rayman Legends
1001,3391891981064,14.00,/product_images/Juegos/PS4 Juegos/3391891981064_s.jpg,19.00,30.00,PlayStation 4,Project CARS
1001,5030917199110,18.00,/product_images/Juegos/PS4 Juegos/5030917199110_s.jpg,24.00,38.00,PlayStation 4,Skylanders Imaginators Starter Park
1001,3307215974377,23.00,/product_images/Juegos/PS4 Juegos/3307215974377_s.jpg,31.00,48.00,PlayStation 4,Steep
1001,4020628828134,24.00,/product_images/Juegos/PS4 Juegos/4020628828134_s.jpg,33.00,52.00,PlayStation 4,F1 2016
1001,8023171037134,20.00,/product_images/Juegos/PS4 Juegos/8023171037134_s.jpg,27.00,42.00,PlayStation 4,Assetto Corsa
1001,5024866364019,10.00,/product_images/Juegos/PS4 Juegos/5024866364019_s.jpg,14.00,22.00,PlayStation 4,F1 2015
1001,5055277024582,14.00,/product_images/Juegos/PS4 Juegos/5055277024582_s.jpg,19.00,30.00,PlayStation 4,Alien Isolation
1001,5060146462341,13.00,/product_images/Juegos/PS4 Juegos/5060146462341_s.jpg,18.00,28.00,PlayStation 4,Minecraft: Story Mode
1001,8023171034461,12.00,/product_images/Juegos/PS4 Juegos/8023171034461_s.jpg,16.00,25.00,PlayStation 4,Sniper Elite 3
1001,013388560295,16.00,/product_images/Juegos/PS4 Juegos/013388560295_s.jpg,22.00,35.00,PlayStation 4,Resident Evil 6 HD
1001,5055856406990,8.00,/product_images/Juegos/PS4 Juegos/5055856406990_s.jpg,11.00,18.00,PlayStation 4,Dishonored: Definitive Edition
1001,0093155149236,10.00,/product_images/Juegos/PS4 Juegos/0093155149236_s.jpg,14.00,22.00,PlayStation 4,Wolfenstein: The New Order
1001,3307215916285,9.00,/product_images/Juegos/PS4 Juegos/3307215916285_s.jpg,13.00,20.00,PlayStation 4,Assassin's Creed Chronicles
1001,4012927100660,0.70,/product_images/Juegos/PS4 Juegos/4012927100660_s.jpg,1.50,5.00,PlayStation 4,Pro Evolution Soccer 2015
1001,5051893229141,16.00,/product_images/Juegos/PS4 Juegos/5051893229141_s.jpg,22.00,35.00,PlayStation 4,LEGO Star Wars: El Despertar De La Fuerza
1001,5030943115313,6.00,/product_images/Juegos/PS4 Juegos/5030943115313_s.jpg,10.00,28.00,PlayStation 4,EA Sports UFC
1001,3307215967522,21.00,/product_images/defimg2_s.jpg,29.00,45.00,PlayStation 4,Just Dance 2017
1001,3499550346787,15.00,/product_images/Juegos/PS4 Juegos/3499550346787_s.jpg,20.00,32.00,PlayStation 4,Sherlock Holmes: The Devil's Daughter
1001,4012927100073,4.00,/product_images/Juegos/PS4 Juegos/4012927100073_s.jpg,6.00,18.00,PlayStation 4,Metal Gear Solid V: Ground Zeroes
1001,5030948112348,13.00,/product_images/Juegos/PS4 Juegos/5030948112348_s.jpg,18.00,28.00,PlayStation 4,Plants vs Zombies: Garden Warfare
1001,5055060930472,19.00,/product_images/Juegos/PS4 Juegos/5055060930472_s.jpg,26.00,40.00,PlayStation 4,Resident Evil Revelations 2
1001,5055277027965,38.00,/product_images/defimg3_s.jpg,42.00,55.00,PlayStation 4,Yakuza 0
1001,3760156481067,8.00,/product_images/Juegos/PS4 Juegos/3760156481067_s.jpg,11.00,18.00,PlayStation 4,Yesterday Origins
1001,4260089417229,7.00,/product_images/Juegos/PS4 Juegos/4260089417229_s.jpg,9.00,15.00,PlayStation 4,Dungeons 2
1001,5021290057203,7.00,/product_images/Juegos/PS4 Juegos/5021290057203_s.jpg,9.00,15.00,PlayStation 4,Thief
1001,5021290065017,9.00,/product_images/Juegos/PS4 Juegos/5021290065017_s.jpg,13.00,20.00,PlayStation 4,Final Fantasy Type-0 HD
977,045496473051,18.00,/product_images/Juegos/3DS Juegos/045496473051_s.jpg,24.00,38.00,Nintendo 3DS,Kirby: Planet Robobot
977,045496521370,8.00,/product_images/Juegos/3DS Juegos/045496521370_s.jpg,11.00,18.00,Nintendo 3DS,Super Pokemon Rumble
977,045496525118,7.00,/product_images/Juegos/3DS Juegos/045496525118_s.jpg,10.00,16.00,Nintendo 3DS,Inazuma Eleven 3: La Amenaza Del Ogro !
977,045496528072,7.00,/product_images/Juegos/3DS Juegos/045496528072_s.jpg,9.00,15.00,Nintendo 3DS,Harvest Moon: El Valle Perdido
977,5051893218466,9.00,/product_images/Juegos/3DS Juegos/5051893218466_s.jpg,13.00,20.00,Nintendo 3DS,LEGO Marvel Vengadores
977,045496524821,17.00,/product_images/Juegos/3DS Juegos/045496524821_s.jpg,21.00,32.00,Nintendo 3DS,Bravely Default
977,045496472436,15.00,/product_images/Juegos/3DS Juegos/045496472436_s.jpg,19.00,28.00,Nintendo 3DS,Fire Emblem Fates - Conquest
977,045496520946,4.00,/product_images/Juegos/3DS Juegos/045496520946_s.jpg,6.00,10.00,Nintendo 3DS,Resident Evil: The Mercenaries
977,045496528263,5.00,/product_images/Juegos/3DS Juegos/045496528263_s.jpg,7.00,12.00,Nintendo 3DS,Little Battlers eXperience
977,4012927084151,7.00,/product_images/Juegos/3DS Juegos/4012927084151_s.jpg,9.00,15.00,Nintendo 3DS,Sports Island 3D
977,5030934104463,4.00,/product_images/Juegos/3DS Juegos/5030934104463_s.jpg,6.00,10.00,Nintendo 3DS,Need For Speed: The Run
977,5030934109864,2.00,/product_images/Juegos/3DS Juegos/5030934109864_s.jpg,3.00,5.00,Nintendo 3DS,FIFA 13
977,045496474515,13.00,/product_images/defimg3_s.jpg,18.00,28.00,Nintendo 3DS,Dragon Quest VIII: El Periplo Del Rey Maldito
977,045496521806,3.00,/product_images/Juegos/3DS Juegos/045496521806_s.jpg,5.00,8.00,Nintendo 3DS,Tekken 3D Prime Edition
977,045496522780,7.00,/product_images/Juegos/3DS Juegos/045496522780_s.jpg,10.00,16.00,Nintendo 3DS,New Style Boutique
977,045496523626,12.00,/product_images/Juegos/3DS Juegos/045496523626_s.jpg,16.00,25.00,Nintendo 3DS,Donkey Kong Country Returns
977,045496529291,12.00,/product_images/Juegos/3DS Juegos/045496529291_s.jpg,16.00,26.00,Nintendo 3DS,New Style Boutique 2: Marca Tendencias
977,3307215588550,7.00,/product_images/Juegos/3DS Juegos/3307215588550_s.jpg,9.00,15.00,Nintendo 3DS,Rayman Origins 3D
977,3391891963237,5.00,/product_images/Juegos/3DS Juegos/3391891963237_s.jpg,7.00,12.00,Nintendo 3DS,One Piece: Unlimited Cruise SP 2
977,4012927084083,1.20,/product_images/Juegos/3DS Juegos/4012927084083_s.jpg,1.90,5.00,Nintendo 3DS,Pro Evolution Soccer 2011
977,4012927084519,1.40,/product_images/Juegos/3DS Juegos/4012927084519_s.jpg,2.00,6.00,Nintendo 3DS,Pro Evolution Soccer (PES) 2012
977,5030931111402,5.00,/product_images/Juegos/3DS Juegos/5030931111402_s.jpg,7.00,12.00,Nintendo 3DS,FIFA 14
977,045496474126,12.00,/product_images/defimg3_s.jpg,16.00,25.00,Nintendo 3DS,Rhythm Paradise Megamix
977,045496521011,4.00,/product_images/Juegos/3DS Juegos/045496521011_s.jpg,6.00,10.00,Nintendo 3DS,Star Fox 3D
977,045496526535,9.00,/product_images/Juegos/3DS Juegos/045496526535_s.jpg,13.00,20.00,Nintendo 3DS,Disney Magical World
977,045496527372,7.00,/product_images/Juegos/3DS Juegos/045496527372_s.jpg,9.00,15.00,Nintendo 3DS,Cooking Mama Bon Appetit
977,3307219935404,8.00,/product_images/Juegos/3DS Juegos/3307219935404_s.jpg,11.00,18.00,Nintendo 3DS,Rayman 3D
977,3391891970747,9.00,/product_images/Juegos/3DS Juegos/3391891970747_s.jpg,13.00,20.00,Nintendo 3DS,Project X Zone
977,5021290064270,12.00,/product_images/Juegos/3DS Juegos/5021290064270_s.jpg,16.00,25.00,Nintendo 3DS,Theatrhythm Final Fantasy: Curtain Call
977,5051893116779,5.00,/product_images/Juegos/3DS Juegos/5051893116779_s.jpg,7.00,12.00,Nintendo 3DS,Lego Batman 2: DC Superheroes
977,5051893168693,7.00,/product_images/Juegos/3DS Juegos/5051893168693_s.jpg,9.00,15.00,Nintendo 3DS,LEGO: El Hobbit
977,5051893169034,5.00,/product_images/Juegos/3DS Juegos/5051893169034_s.jpg,7.00,12.00,Nintendo 3DS,LEGO Batman 3
977,5051893229363,13.00,/product_images/Juegos/3DS Juegos/5051893229363_s.jpg,18.00,28.00,Nintendo 3DS,LEGO Star Wars: El Despertar De La Fuerza (Episodio 7)
977,5055277013890,3.00,/product_images/Juegos/3DS Juegos/5055277013890_s.jpg,4.00,7.00,Nintendo 3DS,Shinobi
977,5060073307739,2.00,/product_images/Juegos/3DS Juegos/5060073307739_s.jpg,3.00,6.00,Nintendo 3DS,Dead or Alive: Dimensions
977,045496520281,4.00,/product_images/Juegos/3DS Juegos/045496520281_s.jpg,6.00,10.00,Nintendo 3DS,Nintendogs + Gatos: Caniche
977,4012927084670,7.00,/product_images/Juegos/3DS Juegos/4012927084670_s.jpg,9.00,15.00,Nintendo 3DS,Metal Gear Solid: Snake Eater 3D
977,045496472221,15.00,/product_images/Juegos/3DS Juegos/045496472221_s.jpg,20.00,32.00,Nintendo 3DS,Mario & Sonic Rio 2016
977,045496520397,4.00,/product_images/Juegos/3DS Juegos/045496520397_s.jpg,6.00,10.00,Nintendo 3DS,Pilotwings Resort
977,045496521707,4.00,/product_images/Juegos/3DS Juegos/045496521707_s.jpg,6.00,10.00,Nintendo 3DS,One Piece Unlimited Cruise SP
977,045496522148,2.00,/product_images/Juegos/3DS Juegos/045496522148_s.jpg,3.00,6.00,Nintendo 3DS,Spirit Camera: La Memoria Maldita
977,045496524449,9.00,/product_images/Juegos/3DS Juegos/045496524449_s.jpg,13.00,20.00,Nintendo 3DS,Sonic Lost World
977,045496529789,10.00,/product_images/Juegos/3DS Juegos/045496529789_s.jpg,14.00,22.00,Nintendo 3DS,Story Of Seasons
977,3307219935305,2.00,/product_images/Juegos/3DS Juegos/3307219935305_s.jpg,3.00,10.00,Nintendo 3DS,Rabbids 3D
977,3391891972307,5.00,/product_images/Juegos/3DS Juegos/3391891972307_s.jpg,7.00,12.00,Nintendo 3DS,Pac-Man And The Ghostly Adventures
977,3391891984812,9.00,/product_images/Juegos/3DS Juegos/3391891984812_s.jpg,13.00,20.00,Nintendo 3DS,Project X Zone 2
977,4012927084212,0.70,/product_images/Juegos/3DS Juegos/4012927084212_s.jpg,1.10,3.00,Nintendo 3DS,Sudoku
977,4012927084793,7.00,/product_images/Juegos/3DS Juegos/4012927084793_s.jpg,9.00,15.00,Nintendo 3DS,Pro Evolution Soccer (PES) 2013
977,5021290051010,7.00,/product_images/Juegos/3DS Juegos/5021290051010_s.jpg,9.00,15.00,Nintendo 3DS,Theatrhythm Final Fantasy
977,5030917099861,5.00,/product_images/Juegos/3DS Juegos/5030917099861_s.jpg,7.00,12.00,Nintendo 3DS,Spiderman: Edge of Time
977,5030917107795,9.00,/product_images/Juegos/3DS Juegos/5030917107795_s.jpg,13.00,20.00,Nintendo 3DS,"Amazing Spider Man, The"
977,5030917116049,4.00,/product_images/Juegos/3DS Juegos/5030917116049_s.jpg,6.00,10.00,Nintendo 3DS,Angry Birds - Trilogy
977,5030934103978,0.90,/product_images/Juegos/3DS Juegos/5030934103978_s.jpg,1.50,4.00,Nintendo 3DS,FIFA 12
977,5051893165050,8.00,/product_images/Juegos/3DS Juegos/5051893165050_s.jpg,11.00,18.00,Nintendo 3DS,Lego Pelicula: El Video Juego
977,3307219935206,3.00,/product_images/Juegos/3DS Juegos/3307219935206_s.jpg,5.00,8.00,Nintendo 3DS,Driver Renegade
977,045496525866,13.00,/product_images/Juegos/3DS Juegos/045496525866_s.jpg,18.00,28.00,Nintendo 3DS,Sonic Boom: El Cristal Roto
977,0045496525255,14.00,/product_images/Juegos/3DS Juegos/0045496525255_s.jpg,19.00,30.00,Nintendo 3DS,Profesor Layton vs. Phoenix Wright
977,3391891984874,9.00,/product_images/Juegos/3DS Juegos/3391891984874_s.jpg,13.00,20.00,Nintendo 3DS,Dragon Ball Z: Extreme Butoden
977,3307215800072,7.00,/product_images/Juegos/3DS Juegos/3307215800072_s.jpg,9.00,15.00,Nintendo 3DS,Rayman and Rabbids Family Pack
834,045496471729,3.00,/product_images/Juegos/DS Juegos/045496471729_s.jpg,4.00,7.00,Nintendo DS,Inazuma Eleven 2 : Ventisca Eterna
834,045496464141,0.70,/product_images/Juegos/DS Juegos/045496464141_s.jpg,1.10,3.00,Nintendo DS,Spectrobes
834,045496463014,2.00,/product_images/Juegos/DS Juegos/045496463014_s.jpg,3.00,6.00,Nintendo DS,Harvest Moon DS
834,5030934059404,2.00,/product_images/Juegos/DS Juegos/5030934059404_s.jpg,3.00,6.00,Nintendo DS,Los Simpson - El Videojuego
834,5060121825673,9.00,/product_images/Juegos/DS Juegos/5060121825673_s.jpg,13.00,22.00,Nintendo DS,Kingdom Hearts 358/2 Days
834,045496462000,0.40,/product_images/Juegos/DS Juegos/045496462000_s.jpg,0.70,2.00,Nintendo DS,Metroid Prime Hunters: First Hunt
834,045496464004,3.00,/product_images/Juegos/DS Juegos/045496464004_s.jpg,5.00,8.00,Nintendo DS,Mario Vs. Donkey Kong 2 La Marcha De Los
834,045496471552,6.00,/product_images/Juegos/DS Juegos/045496471552_s.jpg,9.00,15.00,Nintendo DS,Profesor Layton - Llamada Del Espectro
834,3307210187567,1.80,/product_images/Juegos/DS Juegos/3307210187567_s.jpg,2.00,4.00,Nintendo DS,Rayman DS
834,3307210322555,0.40,/product_images/Juegos/DS Juegos/3307210322555_s.jpg,0.70,2.00,Nintendo DS,Imagina ser Mama
834,3307210414724,0.10,/product_images/Juegos/DS Juegos/3307210414724_s.jpg,0.30,1.00,Nintendo DS,Mi Experto en Vida Sana (Podometer)
834,3348542212596,0.80,/product_images/Juegos/DS Juegos/3348542212596_s.jpg,1.30,3.50,Nintendo DS,Crash: Lucha de Titanes
834,4005209077316,2.00,/product_images/Juegos/DS Juegos/4005209077316_s.jpg,3.00,6.00,Nintendo DS,Disney Cars
834,4005209108812,0.60,/product_images/Juegos/DS Juegos/4005209108812_s.jpg,0.90,2.50,Nintendo DS,WWE Smackdown Vs. Raw 2009
834,4005209130806,2.00,/product_images/Juegos/DS Juegos/4005209130806_s.jpg,3.00,5.00,Nintendo DS,Bob Esponja Botes de Choque
834,045496467838,15.00,/product_images/Juegos/DS Juegos/045496467838_s.jpg,22.00,35.00,Nintendo DS,Fire Emblem: Shadow Dragon
834,023272002459,6.00,/product_images/Juegos/DS Juegos/023272002459_s.jpg,9.00,15.00,Nintendo DS,Lego Star Wars II La Trilogia Original
834,045496462086,0.20,/product_images/Juegos/DS Juegos/045496462086_s.jpg,0.40,1.50,Nintendo DS,Project Rub DS
834,5060121822375,4.00,/product_images/Juegos/DS Juegos/5060121822375_s.jpg,6.00,10.00,Nintendo DS,Final fantasy XII: Revenant Wings
834,045496465773,0.30,/product_images/Juegos/DS Juegos/045496465773_s.jpg,0.60,2.00,Nintendo DS,Training for your Eyes
834,5026555045391,3.00,/product_images/Juegos/DS Juegos/5026555045391_s.jpg,5.00,8.00,Nintendo DS,Dora y Sus amigos: Rescatan mascotas
834,5030917044663,0.70,/product_images/Juegos/DS Juegos/5030917044663_s.jpg,1.10,3.00,Nintendo DS,Transformers Autobots
834,5030934057059,3.00,/product_images/Juegos/DS Juegos/5030934057059_s.jpg,5.00,8.00,Nintendo DS,My Sims
834,045496462215,5.00,/product_images/Juegos/DS Juegos/045496462215_s.jpg,7.00,12.00,Nintendo DS,Advance Wars: Dual Strike
834,045496462765,2.00,/product_images/Juegos/DS Juegos/045496462765_s.jpg,3.00,5.00,Nintendo DS,Pokemon Link
834,045496463366,3.00,/product_images/Juegos/DS Juegos/045496463366_s.jpg,4.00,7.00,Nintendo DS,La Sirenita
834,045496463687,3.00,/product_images/Juegos/DS Juegos/045496463687_s.jpg,4.00,7.00,Nintendo DS,Mario Slam Basketball
834,045496464257,5.00,/product_images/Juegos/DS Juegos/045496464257_s.jpg,7.00,12.00,Nintendo DS,Hotel Dusk: Room 215
834,045496469238,4.00,/product_images/Juegos/DS Juegos/045496469238_s.jpg,6.00,10.00,Nintendo DS,Pokemon Mundo Misteriose: Exp. Del Cielo
834,3307210327956,0.40,/product_images/Juegos/DS Juegos/3307210327956_s.jpg,0.70,2.00,Nintendo DS,Mi Experto en Frances
830,3307210136817,0.01,/product_images/Juegos/PC Juegos/3307210136817_s.jpg,0.01,0.10,PC,CSI: Crime Scene Investigation
834,3307210448927,0.80,/product_images/Juegos/DS Juegos/3307210448927_s.jpg,1.30,3.50,Nintendo DS,Imagina ser Decoradora
830,3760156480503,0.70,/product_images/Juegos/PC Juegos/3760156480503_s.jpg,1.10,3.00,PC,Agatha Christie: The ABC Murders (P)
834,3307210801753,0.60,/product_images/Juegos/DS Juegos/3307210801753_s.jpg,0.90,2.50,Nintendo DS,Animal Genious
830,5024866323856,0.01,/product_images/Juegos/PC Juegos/5024866323856_s.jpg,0.10,0.50,PC,Colin McRae Rally 04
830,3307210147196,0.01,/product_images/defimg4_s.jpg,0.01,0.25,PC,XIII
834,3348542202184,1.80,/product_images/Juegos/DS Juegos/3348542202184_s.jpg,2.00,4.00,Nintendo DS,Ice Age 2: El Deshielo
834,3760137144578,0.70,/product_images/Juegos/DS Juegos/3760137144578_s.jpg,1.10,3.00,Nintendo DS,My Baby Girl
830,3307211622913,0.10,/product_images/Juegos/PC Juegos/3307211622913_s.jpg,0.20,0.75,PC,Tom Clancys Rainbow Six Vegas 2
834,4005209092975,0.80,/product_images/Juegos/DS Juegos/4005209092975_s.jpg,1.30,3.50,Nintendo DS,Drawn to Life
830,8414185051856,0.20,/product_images/Juegos/PC Juegos/8414185051856_s.jpg,0.40,1.50,PC,Los Sims 2 Universitarios Expansion (SN) 3C
834,4005209105705,0.10,/product_images/Juegos/DS Juegos/4005209105705_s.jpg,0.30,1.00,Nintendo DS,Wall-E
830,8426412002890,0.01,/product_images/Juegos/PC Juegos/8426412002890_s.jpg,0.01,0.25,PC,Delta Force 2
830,843601015022,0.01,/product_images/defimg5_s.jpg,0.01,0.25,PC,F-22 Total Air War
834,5055277004294,3.00,/product_images/Juegos/DS Juegos/5055277004294_s.jpg,5.00,8.00,Nintendo DS,Sonic & SEGA All-Stars Racing
