categoria_str,precio_intercambio,precio_compra,precio_venta,titulo,img_caratula,categoria_id,sku
PC,1.10,0.70,3.00,Trainz 2010,/product_images/defimg5_s.jpg,830,8426412006171
PlayStation 3,9.00,6.00,15.00,WipeOut HD Fury,/product_images/Juegos/PS3 Juegos/711719175858_s.jpg,821,711719175858
PlayStation 3,9.00,6.00,15.00,Wipeout HD,/product_images/Juegos/PS3 Juegos/711719176251_s.jpg,821,711719176251
PlayStation 3,9.00,6.00,15.00,Uncharted 1 + Uncharted 2,/product_images/Juegos/PS3 Juegos/711719177982_s.jpg,821,711719177982
PC,0.20,0.10,0.75,Lead y Gold,/product_images/defimg3_s.jpg,830,8426412006201
PC,0.90,0.40,3.00,Theatre Of War 2,/product_images/defimg2_s.jpg,830,8426412006218
PC,1.80,0.90,6.00,German Truck Simulator,/product_images/defimg5_s.jpg,830,8426412006225
PlayStation 3,22.00,15.00,35.00,God of War III (3) Ultimate,/product_images/Juegos/PS3 Juegos/711719190769_s.jpg,821,711719190769
PlayStation 3,12.00,9.00,20.00,Ratchet & Clank: Todos Para Unos EE (P),/product_images/Juegos/PS3 Juegos/711719192992_s.jpg,821,711719192992
PlayStation 3,6.00,4.00,10.00,SingStar: Back To The 80s,/product_images/Juegos/PS3 Juegos/711719199199_s.jpg,821,711719199199
PC,0.70,0.30,2.50,UK Truck Simulator,/product_images/defimg2_s.jpg,830,8426412006294
PC,0.01,0.01,0.10,Hearts Of Iron III - Semper FI,/product_images/defimg5_s.jpg,830,8426412006331
PC,2.00,1.20,6.00,My First Trainz Set,/product_images/defimg1_s.jpg,830,8426412006348
PlayStation 3,12.00,9.00,20.00,Resistance: The Trilogy,/product_images/Juegos/PS3 Juegos/711719201342_s.jpg,821,711719201342
PlayStation 3,6.00,4.00,10.00,Doctor Who: The Eternity Clock,/product_images/Juegos/PS3 Juegos/711719201649_s.jpg,821,711719201649
PC,0.40,0.20,1.50,Airport Control Simulator,/product_images/defimg5_s.jpg,830,8426412006355
PC,2.00,1.20,6.00,Digger Simulator 2011,/product_images/defimg5_s.jpg,830,8426412006362
PlayStation 3,28.00,20.00,45.00,"Last Of Us, The: Ellie Edition",/product_images/Juegos/PS3 Juegos/711719227267_s.jpg,821,711719227267
PlayStation 3,15.00,11.00,25.00,DanceStar Party (2 Move Mandos+Camara),/product_images/Juegos/PS3 Juegos/711719277514_s.jpg,821,711719277514
PC,0.90,0.40,3.00,Demolition Company,/product_images/defimg5_s.jpg,830,8426412006379
PlayStation 3,1.10,0.70,3.00,Jinx,/product_images/defimg4_s.jpg,821,711719434429
PlayStation 3,3.00,2.00,6.00,Eye of Judgement +Playstation Eye +AR Cards,/product_images/Juegos/PS3 Juegos/711719450450_s.jpg,821,711719450450
PlayStation 3,-1,-1,0.50,Eye of Judgement (Juego Solo),/product_images/Juegos/PS3 Juegos/71171945045B_s.jpg,821,71171945045
PC,1.40,0.80,4.00,Farming Simulator 2011,/product_images/defimg4_s.jpg,830,8426412006409
PlayStation 3,9.00,6.00,15.00,Killzone HD,/product_images/Juegos/PS3 Juegos/711719691PS3_s.jpg,821,711719691
PlayStation 3,7.00,5.00,12.00,Singstar Hits,/product_images/Juegos/PS3 Juegos/711719757153_s.jpg,821,711719757153
PlayStation 3,9.00,6.00,15.00,Singstar ABBA + Microfonos,/product_images/Juegos/PS3 Juegos/711719798057_s.jpg,821,711719798057
PC,0.01,0.01,0.10,Capitan Trueno en la Montana de los Susp,/product_images/defimg2_s.jpg,830,8427197001450
PC,0.01,0.01,0.10,Mia La Busqueda Del Remedio Para La,/product_images/defimg2_s.jpg,830,8427197001528
PC,0.20,0.10,0.75,La Maquina Del Tiempo Del Pequeno Aventurero,/product_images/defimg4_s.jpg,830,8427197001535
PlayStation 3,1.50,0.90,4.00,MLB 07 The Show,/product_images/Juegos/PS3 Juegos/711719810926_s.jpg,821,711719810926
PlayStation 3,1.50,0.90,4.00,Hot Shots Golf Out of Bounds,/product_images/Juegos/PS3 Juegos/711719811527_s.jpg,821,711719811527
PlayStation 3,0.60,0.30,2.00,MLB The Show 08,/product_images/Juegos/PS3 Juegos/711719814122_s.jpg,821,711719814122
PC,0.30,0.10,1.00,Pingu Una Fabulosa Caja,/product_images/defimg4_s.jpg,830,8427197001979
PC,0.30,0.10,1.00,Zipi Y Zape Vol 3,/product_images/defimg5_s.jpg,830,8427197020932
PlayStation 3,1.10,0.70,3.00,MLB The SHow 09,/product_images/Juegos/PS3 Juegos/711719818021_s.jpg,821,711719818021
PC,0.40,0.20,1.50,Cronica De La Historia,/product_images/defimg5_s.jpg,830,8427197021076
PlayStation 3,2.00,1.40,6.00,PlayStation Move Heroes,/product_images/Juegos/PS3 Juegos/711719824824_s.jpg,821,711719824824
PC,0.01,0.01,0.10,Dinosaurios,/product_images/defimg5_s.jpg,830,8427197021168
Xbox 360,6.00,4.00,10.00,Disney Infinity 2.0 Toy Box Combo Starter Pack,/product_images/Juegos/Xbox 360 Juegos/8717418444594_s.jpg,827,8717418444594
PlayStation 3,5.00,3.00,8.00,The Fight: Lights Out (Move Required),/product_images/Juegos/PS3 Juegos/711719825524_s.jpg,821,711719825524
PlayStation 3,3.00,2.00,5.00,MLB 12 The show,/product_images/Juegos/PS3 Juegos/711719982951_s.jpg,821,711719982951
PC,0.50,0.30,1.50,Aprendo a leer,/product_images/defimg3_s.jpg,830,8427197021236
PC,0.01,0.01,0.25,Nosferatu,/product_images/defimg1_s.jpg,830,8427197050069
Xbox 360,6.00,4.00,10.00,Disney Infinity 3.0 Software Only,/product_images/Juegos/Xbox 360 Juegos/8717418464561_s.jpg,827,8717418464561
Xbox 360,5.00,4.00,9.00,Ben 10 Omniverse 2,/product_images/defimg1_s.jpg,827,879278002432
PlayStation 3,2.00,1.40,6.00,MLB 13: The Show,/product_images/Juegos/PS3 Juegos/711719984733_s.jpg,821,711719984733
PlayStation 3,11.00,8.00,18.00,Infamous Collection,/product_images/Juegos/PS3 Juegos/711719990741_s.jpg,821,711719990741
PC,0.30,0.10,1.00,Mini Monstruos lengua-matematicas,/product_images/defimg2_s.jpg,830,8427197070081
PC,0.30,0.10,1.00,Capitan Trueno: La Espada del Toledan,/product_images/defimg4_s.jpg,830,8427197080158
Xbox 360,3.00,2.00,5.00,Earth Defense Force 2012,/product_images/Juegos/Xbox 360 Juegos/879278210011_s.jpg,827,879278210011
Xbox 360,6.00,4.00,10.00,Project Sylpheed,/product_images/Juegos/Xbox 360 Juegos/882224445436_s.jpg,827,882224445436
PlayStation 3,9.00,6.00,15.00,Infamous 1 And 2,/product_images/Juegos/PS3 Juegos/711719991106_s.jpg,821,711719991106
PlayStation 3,11.00,8.00,18.00,Afrika,/product_images/Juegos/PS3 Juegos/719593130017_s.jpg,821,719593130017
PC,0.01,0.01,0.10,"Sting, El Golpe Del Siglo",/product_images/defimg1_s.jpg,830,8427197110015
PC,0.01,0.01,0.25,Swine,/product_images/defimg5_s.jpg,830,8427197110114
Xbox 360,17.00,12.00,28.00,Halo 3 (Edicion Legendaria Casco),/product_images/Juegos/Xbox 360 Juegos/882224484046_s.jpg,827,882224484046
Xbox 360,2.00,1.40,6.00,Kingdom Under Fire: Circle of Doom,/product_images/Juegos/Xbox 360 Juegos/882224512886_s.jpg,827,882224512886
PlayStation 3,1.90,1.20,5.00,Mobile Suit Gundam: Crossfire,/product_images/Juegos/PS3 Juegos/722674110020_s.jpg,821,722674110020
PC,0.10,0.01,0.50,Etherlords,/product_images/defimg2_s.jpg,830,8427197110121
Xbox 360,3.00,2.00,6.00,Major League Baseball 2K8,/product_images/Juegos/Xbox 360 Juegos/882224653718_s.jpg,827,882224653718
Xbox 360,5.00,4.00,9.00,Fable 2 (Ed. Coleccionista) (P),/product_images/Juegos/Xbox 360 Juegos/882224719896_s.jpg,827,882224719896
Xbox 360,9.00,6.00,15.00,Halo Wars (Edicion Coleccionista),/product_images/Juegos/Xbox 360 Juegos/882224721011_s.jpg,827,882224721011
PlayStation 3,15.00,11.00,25.00,Damage Inc - Pacific Squadron + Mando,/product_images/Juegos/PS3 Juegos/728658032036_s.jpg,821,728658032036
PlayStation 3,12.00,9.00,20.00,AquaPazza: AquaPlus Dream Match,/product_images/Juegos/PS3 Juegos/730865001507_s.jpg,821,730865001507
PlayStation 3,5.00,3.00,8.00,Dragon Crown Artworks,/product_images/Juegos/PS3 Juegos/730865100200_s.jpg,821,730865100200
Xbox 360,7.00,5.00,12.00,Gears Of War 2/Fable 2,/product_images/Juegos/Xbox 360 Juegos/88222472G2F2_s.jpg,827,88222472
Xbox 360,1.10,0.70,3.00,Scene It? Box Office Smash (No Buzzers),/product_images/Juegos/Xbox 360 Juegos/882224742122_s.jpg,827,882224742122
Xbox 360,0.90,0.60,2.50,You Are in the Movies (Con Camera),/product_images/Juegos/Xbox 360 Juegos/882224761710_s.jpg,827,882224761710
PlayStation 3,7.00,5.00,12.00,Volante Atomic Super Sport Lamborghini,/product_images/Juegos/PS3 Juegos/8022805116276_s.jpg,821,8022805116276
PlayStation 3,1.50,0.90,4.00,Armored Core 4,/product_images/Juegos/PS3 Juegos/8023171010052_s.jpg,821,8023171010052
PlayStation 3,3.00,2.00,6.00,Brunswick Pro Bowling (Move),/product_images/Juegos/PS3 Juegos/8023171024684_s.jpg,821,8023171024684
Xbox 360,0.01,0.01,0.25,You Are In The Movies (Solo Juego),/product_images/Juegos/Xbox 360 Juegos/88222476171B_s.jpg,827,88222476171
PlayStation 3,5.00,3.00,8.00,Superstars V8 Next Challenge,/product_images/Juegos/PS3 Juegos/8033102491171_s.jpg,821,8033102491171
Xbox 360,18.00,13.00,30.00,Alan Wake (P) Ed. Col.,/product_images/Juegos/Xbox 360 Juegos/885370091786_s.jpg,827,885370091786
Xbox 360,3.00,2.00,6.00,Lips Party Classics,/product_images/Juegos/Xbox 360 Juegos/885370093247_s.jpg,827,885370093247
Xbox 360,17.00,12.00,28.00,Alan Wake EC,/product_images/Juegos/Xbox 360 Juegos/88537009AWND_s.jpg,827,88537009
Xbox 360,11.00,8.00,18.00,Lips: I Love The 80's w/ Mic,/product_images/Juegos/Xbox 360 Juegos/885370140064_s.jpg,827,885370140064
Nintendo DS,1.50,0.90,4.00,Animalz: Hamsterz Superstar,/product_images/Juegos/DS Juegos/3307211674844_s.jpg,834,3307211674844
Xbox 360,9.00,6.00,15.00,"Halo: Reach, Edicion Limitada",/product_images/Juegos/Xbox 360 Juegos/885370164107_s.jpg,827,885370164107
Xbox 360,11.00,8.00,18.00,Fable III (3) CE,/product_images/Juegos/Xbox 360 Juegos/885370197396_s.jpg,827,885370197396
Xbox 360,11.00,8.00,18.00,Fable III/3 (P) Ed. Coleccionista,/product_images/Juegos/Xbox 360 Juegos/88537019739A_s.jpg,827,88537019739
Nintendo DS,6.00,4.00,10.00,Rabbids: Mi Caaasa!!!,/product_images/Juegos/DS Juegos/3307211675001_s.jpg,834,3307211675001
Nintendo DS,1.50,0.90,4.00,Rabbids Go Home,/product_images/defimg3_s.jpg,834,3307211675056
Nintendo DS,1.50,0.90,4.00,Metropolis Crimes,/product_images/defimg1_s.jpg,834,3307211677470
Xbox 360,6.00,4.00,10.00,"Halo Reach, Edicion Lejendria",/product_images/Juegos/Xbox 360 Juegos/885370199970_s.jpg,827,885370199970
Xbox 360,3.00,2.00,5.00,Forza MotorSport 3/Alan Wake (P),/product_images/Juegos/Xbox 360 Juegos/885370239195_s.jpg,827,885370239195
Xbox 360,6.00,4.00,10.00,Gears Of War - Triple Pack,/product_images/Juegos/Xbox 360 Juegos/885370245400_s.jpg,827,885370245400
Nintendo DS,1.10,0.70,3.00,Girls Life Disena Tus Joyas,/product_images/Juegos/DS Juegos/3307211680371_s.jpg,834,3307211680371
Nintendo DS,1.90,1.20,5.00,Girls Life Estrella de la Moda,/product_images/defimg2_s.jpg,834,3307211680517
Nintendo DS,1.50,0.90,4.00,Amazing Adventures,/product_images/Juegos/DS Juegos/3307211681361_s.jpg,834,3307211681361
Xbox 360,44.00,31.00,70.00,Gears Of War 3 - Epic Ed,/product_images/Juegos/Xbox 360 Juegos/885370309867_s.jpg,827,885370309867
Xbox 360,7.00,5.00,12.00,Xbox Live 1200 Puntos,/product_images/Juegos/Xbox 360 Juegos/885370374506_s.jpg,827,885370374506
Xbox 360,7.00,5.00,12.00,Halo Reach/Halo Anniversary Double Pack,/product_images/Juegos/Xbox 360 Juegos/885370405538_s.jpg,827,885370405538
Nintendo DS,7.00,5.00,12.00,Petz : Fashion,/product_images/defimg3_s.jpg,834,3307211681699
Xbox 360,6.00,4.00,10.00,Halo 4 - Edicion Coleccionista (P),/product_images/Juegos/Xbox 360 Juegos/885370471953_s.jpg,827,885370471953
Xbox 360,7.00,5.00,12.00,Painkiller Hell And Damnation - Collector's Edition,/product_images/Juegos/Xbox 360 Juegos/9006113002734_s.jpg,827,9006113002734
Nintendo DS,5.00,3.00,8.00,TMNT - Arcade Attack,/product_images/defimg3_s.jpg,834,3307211683761
Xbox 360,6.00,4.00,10.00,Deadfall Adventures,/product_images/Juegos/Xbox 360 Juegos/9006113002963_s.jpg,827,9006113002963
Xbox 360,1.10,0.70,3.00,Arcania - Gothic 4,/product_images/Juegos/Xbox 360 Juegos/9006113173144_s.jpg,827,9006113173144
Nintendo DS,3.00,2.00,6.00,Animalz Pony Club,/product_images/defimg2_s.jpg,834,3307211685505
Nintendo DS,5.00,3.00,8.00,Puzzler World,/product_images/defimg2_s.jpg,834,3307211688520
Xbox 360,6.00,4.00,10.00,Rugby League Live,/product_images/Juegos/Xbox 360 Juegos/9312590111167_s.jpg,827,9312590111167
Xbox 360,0.50,0.30,1.50,Rugby League Live 2,/product_images/Juegos/Xbox 360 Juegos/9312590111327_s.jpg,827,9312590111327
Xbox 360,1.10,0.70,3.00,Jonah Lomu Rugby Challenge 2,/product_images/Juegos/Xbox 360 Juegos/9312590111396_s.jpg,827,9312590111396
PC,0.10,0.01,0.50,Aquanox,/product_images/defimg5_s.jpg,830,8427197110138
Nintendo DS,1.10,0.70,3.00,Avatar: El Videojuego (Ed. Especial),/product_images/defimg4_s.jpg,834,3307211690295
Nintendo DS,1.10,0.70,3.00,OK! Puzzle Stars (UK),/product_images/defimg3_s.jpg,834,3307212813266
Nintendo DS,3.00,2.00,6.00,Los Pitufos 2,/product_images/defimg4_s.jpg,834,3307215702796
Xbox 360,1.10,0.70,3.00,Rugby Challenge 2 - The Lions Tour Edition,/product_images/Juegos/Xbox 360 Juegos/9312590111402_s.jpg,827,9312590111402
Xbox 360,3.00,2.00,6.00,Don Bradman Cricket 14,/product_images/Juegos/Xbox 360 Juegos/9312590111549_s.jpg,827,9312590111549
PC,0.90,0.40,3.00,Hotel Giant,/product_images/defimg5_s.jpg,830,8427197110190
PC,0.01,0.01,0.10,Michael Schumacher Kart 2002,/product_images/defimg2_s.jpg,830,8427197110275
PC,0.01,0.01,0.25,Dispel,/product_images/defimg3_s.jpg,830,8427197120014
Nintendo DS,5.00,3.00,8.00,"Pitufos, Los (1+2)",/product_images/defimg3_s.jpg,834,3307215772799
Nintendo DS,6.00,4.00,10.00,CSI: Unsolved,/product_images/defimg3_s.jpg,834,3307217935314
Nintendo DS,1.10,0.70,3.00,Michael Jackson: The Experience,/product_images/Juegos/DS Juegos/3307219902345_s.jpg,834,3307219902345
PC,0.10,0.01,0.50,Droiyan II,/product_images/defimg3_s.jpg,830,8427197120021
PC,0.10,0.01,0.50,Mirror War,/product_images/defimg3_s.jpg,830,8427197120038
PC,0.60,0.30,2.00,La Caja De Los Suenos,/product_images/defimg5_s.jpg,830,8427197130013
Nintendo DS,7.00,5.00,12.00,"Smurfs, The",/product_images/defimg5_s.jpg,834,3307219949098
Nintendo DS,1.50,0.90,4.00,Geometry Wars Galaxies,/product_images/defimg2_s.jpg,834,3348542214002
Xbox 360,1.50,0.90,4.00,Need For Speed Shift (Col. Ed.),/product_images/Juegos/Xbox 360 Juegos/5030934081283_s.jpg,827,5030934081283
Xbox 360,12.00,9.00,20.00,Disney Infinity 3.0 Star Wars Starter Pack,/product_images/Juegos/Xbox 360 Juegos/8717418467258_s.jpg,827,8717418467258
PC,1.90,1.20,5.00,America Add-on,/product_images/defimg5_s.jpg,830,8427197140012
PC,0.10,0.01,0.50,"Seonr De Los Anillos, El : El Retorno Del Rey",/product_images/defimg5_s.jpg,830,8427197150035
Nintendo DS,5.00,3.00,8.00,Crash: Guerra al Coco-Maniaco!,/product_images/Juegos/DS Juegos/3348542219830_s.jpg,834,3348542219830
Nintendo DS,1.30,0.80,3.50,La Momia: La Tumba del Emperador Dragon,/product_images/Juegos/DS Juegos/3348542220812_s.jpg,834,3348542220812
Xbox 360,0.70,0.40,2.00,Moto GP 08,/product_images/Juegos/Xbox 360 Juegos/5055060961216_s.jpg,827,5055060961216
Xbox 360,5.00,3.00,8.00,WWE Smackdown Vs Raw 2011,/product_images/Juegos/Xbox 360 Juegos/4005209137171_s.jpg,827,4005209137171
Xbox 360,6.00,4.00,10.00,Double Pack - Dead Island / Dead Island Riptide,/product_images/Juegos/Xbox 360 Juegos/4020628888473_s.jpg,827,4020628888473
PC,0.01,0.01,0.10,Emperor's Mahjong,/product_images/defimg1_s.jpg,830,8427197170019
PC,0.01,0.01,0.10,Slurp,/product_images/defimg5_s.jpg,830,8427197170026
PC,0.10,0.01,0.50,Pop-s Pipes,/product_images/defimg4_s.jpg,830,8427197170033
Nintendo DS,0.40,0.20,1.50,Hello Kitty Birthday Adventures,/product_images/defimg2_s.jpg,834,3391891954006
Nintendo DS,0.60,0.30,2.00,Ben 10 Triple Pack,/product_images/Juegos/DS Juegos/3391891957786_s.jpg,834,3391891957786
Nintendo DS,3.00,2.00,6.00,Victorious: Hollywood Arts Debut,/product_images/defimg1_s.jpg,834,3391891958066
Xbox 360,6.00,4.00,10.00,Great Battles Medieval,/product_images/Juegos/Xbox 360 Juegos/5060193300269_s.jpg,827,5060193300269
Xbox 360,1.50,0.90,4.00,Hellboy: The Science of Evil,/product_images/Juegos/Xbox 360 Juegos/4012927032626_s.jpg,827,4012927032626
Xbox 360,3.00,2.00,5.00,Jillian Michaels' Fitness Experience,/product_images/Juegos/Xbox 360 Juegos/8023171028606_s.jpg,827,8023171028606
PC,0.20,0.10,0.75,Lemonade Tycoon,/product_images/defimg2_s.jpg,830,8427197170040
PC,0.20,0.10,0.75,Hard Rock Casino,/product_images/defimg3_s.jpg,830,8427197170071
PC,0.01,0.01,0.25,Restaurant Empire,/product_images/defimg2_s.jpg,830,8427197180018
Nintendo DS,0.60,0.30,2.00,Victorious,/product_images/defimg4_s.jpg,834,3391891960694
Nintendo DS,1.10,0.70,3.00,"Thundercats, The",/product_images/defimg3_s.jpg,834,3391891964234
Nintendo DS,5.00,4.00,9.00,Ben 10 Omniverse,/product_images/Juegos/DS Juegos/3391891966337_s.jpg,834,3391891966337
Xbox 360,3.00,2.00,5.00,GaHoole: La Leyenda de los Guardianes,/product_images/Juegos/Xbox 360 Juegos/5051893036183_s.jpg,827,5051893036183
Xbox 360,5.00,3.00,8.00,Fallout 3: Operation Anchorage & The Pit,/product_images/Juegos/Xbox 360 Juegos/093155126350_s.jpg,827,093155126350
Xbox 360,7.00,5.00,12.00,Crash: Lucha de Titanes,/product_images/Juegos/Xbox 360 Juegos/3348542212664_s.jpg,827,3348542212664
PC,0.01,0.01,0.10,Fast Lanes Bowling,/product_images/defimg4_s.jpg,830,8427197180025
PC,0.30,0.10,1.00,Warlords Battlecry III,/product_images/defimg5_s.jpg,830,8427197180032
PC,0.10,0.01,0.50,Hover Ace,/product_images/defimg1_s.jpg,830,8427197190024
Nintendo DS,1.50,0.90,4.00,Rise Of The Guardians,/product_images/defimg5_s.jpg,834,3391891966702
Nintendo DS,5.00,3.00,8.00,Winx Club: Party Magica,/product_images/defimg3_s.jpg,834,3391891967174
Nintendo DS,4.00,3.00,7.00,Los Croods: Fiesta Prehistórica,/product_images/defimg3_s.jpg,834,3391891969567
Xbox 360,3.00,2.00,6.00,Halo 3: Ed. Limitada,/product_images/Juegos/Xbox 360 Juegos/882224482585_s.jpg,827,882224482585
Xbox 360,6.00,4.00,10.00,El Gato con Botas (Kinect),/product_images/Juegos/Xbox 360 Juegos/4005209153652_s.jpg,827,4005209153652
Xbox 360,9.00,6.00,15.00,Call of Duty 4: Modern Warfare GOTY,/product_images/Juegos/Xbox 360 Juegos/5030917054600_s.jpg,827,5030917054600
PC,0.01,0.01,0.25,lethal dreams,/product_images/defimg1_s.jpg,830,8427197200013
PC,0.01,0.01,0.10,Kreed (SN),/product_images/defimg2_s.jpg,830,8427197200037
PC,0.01,0.01,0.25,"Health, El Camino Elegido",/product_images/defimg1_s.jpg,830,8427197200051
PlayStation 3,-1,-1,18.00,WRC - FIA World Rally Championship *use 8033102492277*,/product_images/Juegos/PS3 Juegos/8033102492260_s.jpg,821,8033102492260
Nintendo DS,5.00,3.00,8.00,Turbo: Super Stunt Squad,/product_images/defimg4_s.jpg,834,3391891971041
Nintendo DS,5.00,3.00,8.00,Madagascar 3 & The Croods,/product_images/defimg4_s.jpg,834,3391891972918
Nintendo DS,1.50,0.90,4.00,Cocoto Kart Racer,/product_images/defimg1_s.jpg,834,3499550243666
Xbox 360,1.10,0.70,3.00,Warriors Orochi,/product_images/Juegos/Xbox 360 Juegos/5060073303793_s.jpg,827,5060073303793
Xbox 360,5.00,3.00,8.00,El Senor de los Anillos: La Conquista UK,/product_images/Juegos/Xbox 360 Juegos/5030930066956_s.jpg,827,5030930066956
PC,0.60,0.30,2.00,Golden Land,/product_images/defimg1_s.jpg,830,8427197200068
PC,0.01,0.01,0.10,Huevos Al Ataque,/product_images/defimg3_s.jpg,830,8427197210005
PlayStation 3,0.70,0.40,2.00,Get Fit With Mel B,/product_images/Juegos/PS3 Juegos/8033102493076_s.jpg,821,8033102493076
PlayStation 3,1.50,0.90,4.00,SBK: 08,/product_images/Juegos/PS3 Juegos/8033102495445_s.jpg,821,8033102495445
PlayStation 3,6.00,4.00,10.00,FIM Motocross World Championship,/product_images/Juegos/PS3 Juegos/8059617100230_s.jpg,821,8059617100230
Nintendo DS,0.40,0.20,1.50,Best of Tests for You Brain DS,/product_images/Juegos/DS Juegos/3499550253863A_s.jpg,834,3499550253863
PC,0.01,0.01,0.25,Shanghai the real Mah Jongg,/product_images/defimg1_s.jpg,830,8427197210005
PC,0.20,0.10,0.75,Mortir 2093-1944,/product_images/defimg1_s.jpg,830,8427197230010
PC,0.10,0.01,0.50,Shade Wrath of Angels (SN),/product_images/defimg3_s.jpg,830,8427197230041
Nintendo DS,1.30,0.80,3.50,Best of Board Games,/product_images/Juegos/DS Juegos/3499550253863B_s.jpg,834,3499550253863
PC,0.40,0.20,1.50,el misterio de janatris (SN),/product_images/defimg1_s.jpg,830,8427197230058
PlayStation 3,9.00,6.00,15.00,Back To The Future: The Game,/product_images/Juegos/PS3 Juegos/812303010217_s.jpg,821,812303010217
PlayStation 3,9.00,6.00,15.00,Cross Edge,/product_images/Juegos/PS3 Juegos/813633010120_s.jpg,821,813633010120
PlayStation 3,5.00,3.00,8.00,Atelier Rorona: The Alchemist of Arland,/product_images/Juegos/PS3 Juegos/813633010472_s.jpg,821,813633010472
Nintendo DS,3.00,2.00,6.00,Barn Yard Blast,/product_images/Juegos/DS Juegos/3499550257625_s.jpg,834,3499550257625
Nintendo DS,4.00,3.00,7.00,Mazes of Fate,/product_images/defimg4_s.jpg,834,3499550259841
Nintendo DS,1.10,0.70,3.00,Tennis Elbow,/product_images/defimg4_s.jpg,834,3499550259889
PC,0.01,0.01,0.25,Korea: Forgotten Conflict,/product_images/defimg4_s.jpg,830,8427197230096
PC,0.20,0.10,0.75,Battle Mages,/product_images/defimg1_s.jpg,830,8427197240033
PC,0.30,0.10,1.00,The Entente (SN),/product_images/defimg5_s.jpg,830,8427197240064
PlayStation 3,3.00,1.90,8.00,Last Rebellion,/product_images/Juegos/PS3 Juegos/813633010557_s.jpg,821,813633010557
PlayStation 3,6.00,4.00,10.00,Ar Tonelico Qoga: Knell of Ar Ciel,/product_images/Juegos/PS3 Juegos/813633010892_s.jpg,821,813633010892
PlayStation 3,12.00,9.00,20.00,Ar Tonelico Qoga,/product_images/Juegos/PS3 Juegos/813633010939_s.jpg,821,813633010939
Nintendo DS,6.00,4.00,10.00,Maestro Jumpin Music,/product_images/defimg1_s.jpg,834,3499550272932
Nintendo DS,1.10,0.70,3.00,Runaway: Dream of the Turtle,/product_images/defimg2_s.jpg,834,3512289015219
Nintendo DS,1.50,0.90,4.00,Dungeon Raiders,/product_images/defimg4_s.jpg,834,3512289016025
PC,0.01,0.01,0.10,Xpand Rall (SN) 2cd,/product_images/defimg2_s.jpg,830,8427197280022
PC,0.01,0.01,0.25,Car Industries 1894-2060,/product_images/defimg4_s.jpg,830,8427197310019
PC,0.70,0.40,2.00,Combat Mission Anthology,/product_images/defimg1_s.jpg,830,8427197320025
PlayStation 3,9.00,6.00,15.00,Hyperdimension Neptunia MK2 Sp Ed,/product_images/Juegos/PS3 Juegos/813633011585_s.jpg,821,813633011585
PlayStation 3,7.00,5.00,12.00,Way of The Samurai 4,/product_images/Juegos/PS3 Juegos/813633012094_s.jpg,821,813633012094
PlayStation 3,7.00,5.00,12.00,Mugen Souls,/product_images/Juegos/PS3 Juegos/813633012193_s.jpg,821,813633012193
Nintendo DS,4.00,3.00,7.00,"Sherlock Holmes, Mystery of the Mummy",/product_images/Juegos/DS Juegos/3512289016070_s.jpg,834,3512289016070
Nintendo DS,1.50,0.90,4.00,Blood Bowl,/product_images/Juegos/DS Juegos/3512289016520_s.jpg,834,3512289016520
Nintendo DS,4.00,3.00,7.00,"Runaway, A Twist Of Fate",/product_images/defimg2_s.jpg,834,3512289016919
PC,2.00,1.00,7.00,Blitzkrieg Burning Horizon,/product_images/defimg3_s.jpg,830,8427197320032
PC,0.30,0.10,1.00,Sudden strike resource war,/product_images/defimg1_s.jpg,830,8427197320056
PC,1.50,0.70,5.00,Cossacks Anthology (Collectors Edition),/product_images/defimg5_s.jpg,830,8427197320094
PlayStation 3,9.00,6.00,15.00,Hyperdimension Neptunia Victory,/product_images/Juegos/PS3 Juegos/813633012704_s.jpg,821,813633012704
PlayStation 3,9.00,6.00,15.00,Time and Eternity (12),/product_images/Juegos/PS3 Juegos/813633012896_s.jpg,821,813633012896
PlayStation 3,9.00,6.00,15.00,Disgaea D2: A Brighter Darkness,/product_images/Juegos/PS3 Juegos/813633012919_s.jpg,821,813633012919
Nintendo DS,5.00,4.00,9.00,Sherlock Holmes - Secreto de la Reina,/product_images/Juegos/DS Juegos/3512289017220_s.jpg,834,3512289017220
Nintendo DS,1.50,0.90,4.00,Retro Atari Classics,/product_images/Juegos/DS Juegos/3546430117477_s.jpg,834,3546430117477
Nintendo DS,0.60,0.30,2.00,Tootuff Mission Nadia,/product_images/Juegos/DS Juegos/3546430121894_s.jpg,834,3546430121894
PC,1.00,0.50,3.50,GTR FIA GT Racing Game (SN) (Tarjeta Online,/product_images/defimg5_s.jpg,830,8427897000333
PC,0.90,0.40,3.00,"Aventuras de hercules, Las",/product_images/defimg3_s.jpg,830,8427897000425
PC,0.01,0.01,0.10,Peter Pan En El Pais De Nunca Jamas,/product_images/defimg1_s.jpg,830,8427897000456
PlayStation 3,6.00,4.00,10.00,Disgaea: Dimension 2,/product_images/Juegos/PS3 Juegos/813633012957_s.jpg,821,813633012957
PlayStation 3,12.00,9.00,20.00,Guided Fate Paradox,/product_images/Juegos/PS3 Juegos/813633013015_s.jpg,821,813633013015
PlayStation 3,1.50,0.90,4.00,Natural Doctrine,/product_images/Juegos/PS3 Juegos/813633014210_s.jpg,821,813633014210
Nintendo DS,1.50,0.90,4.00,Hasbro Compilation,/product_images/defimg3_s.jpg,834,3546430122853
